area,baths,beds,latitude,link,longitude,others,postdate,postid,price,title
,1Ba,1BR,41.886932,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-jr-1-bed-gr-ss-d/6828500718.html,-87.620552,,Feb 26,6828500718,$2440,"LAKESHORE EAST JR 1 BED - GR, SS, W/D, VIEWS, IN/OUT POOL, GYM, TRACK"
,1Ba,0BR,41.884529,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-studio-available-april/6824663057.html,-87.624485,,Feb 26,6824663057,$1695,Spacious Studio Available April 1st!
,2Ba,2BR,41.892332,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-2-bed-2-bath-in-west/6828536297.html,-87.667254,,Feb 26,6828536297,$2400,"STUNNING 2 BED/2 BATH IN WEST TOWN - PARKING INCL, W/D IN UNIT!!"
,1Ba,1BR,41.884529,https://chicago.craigslist.org/chc/apa/d/chicago-eastern-exposure-from-your-new/6824919719.html,-87.624485,,Feb 26,6824919719,$1795,Eastern Exposure from your New Apartment!
830,1Ba,1BR,41.891732,https://chicago.craigslist.org/chc/apa/d/1-bedroom-located-in-the-middle-of/6820079271.html,-87.628252,"available feb 15,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,attached garage,wheelchair accessible",Feb 26,6820079271,$2200,1 Bedroom Located in the Middle of River North- Gym Pool
,1Ba,1BR,41.886932,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-1-bed-gr-ss-d/6828511323.html,-87.620552,,Feb 26,6828511323,$2467,"LAKESHORE EAST 1 BED - GR, SS, W/D, VIEWS, IN/OUT POOL, GYM, TRACK"
,2Ba,2BR,41.890836,https://chicago.craigslist.org/chc/apa/d/brand-new-two-bedroom-river-north/6813717478.html,-87.634215,,Feb 26,6813717478,$3050,Brand New Two Bedroom ~ River North
,1Ba,1BR,41.886932,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-jr-1-bed-gr-ss-d/6828502551.html,-87.620552,,Feb 26,6828502551,$2496,"LAKESHORE EAST JR 1 BED - GR, SS, W/D, VIEWS, IN/OUT POOL, GYM, TRACK"
,1Ba,1BR,41.903300,https://chicago.craigslist.org/chc/apa/d/chicago-dog-friendly-one-bedroom-gold/6820080231.html,-87.633600,,Feb 26,6820080231,$1765,Dog Friendly One Bedroom ~ Gold Coast
,2Ba,2BR,41.943432,https://chicago.craigslist.org/chc/apa/d/chicago-2-bd-on-southportparking/6828536563.html,-87.663855,,Feb 26,6828536563,$2600,*2 Bd on Southport**Parking Available**Laundry in Unit**Beside Train**
,1Ba,0BR,41.934532,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-studio-apt-in/6828536559.html,-87.651654,,Feb 26,6828536559,$1350,Pet Friendly Studio Apt in Lakeview w In-Unit Laundry! Walk to Brown Line!
,2Ba,3BR,41.901731,https://chicago.craigslist.org/chc/apa/d/chicago-3-bedroom-2-bathroom-doorman/6820080658.html,-87.629846,,Feb 26,6820080658,$3650,"3 Bedroom/2 Bathroom w/ Doorman, Pool, Gym!!!! ~Gold Coast"
,1Ba,0BR,41.893232,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-studio-amazing/6820081195.html,-87.634252,,Feb 26,6820081195,$1850,Brand New Studio Amazing Amenities ~ River North
,1Ba,0BR,41.992631,https://chicago.craigslist.org/chc/apa/d/chicago-rehab-studio-in-unit-laundry/6828535399.html,-87.658656,,Feb 26,6828535399,$1075,"REHAB Studio, in-unit laundry, dogs/cats welcomed, university, lake"
550,1Ba,1BR,41.764234,https://chicago.craigslist.org/chc/apa/d/chicago-newly-remodeled-heat-included/6828536811.html,-87.582547,"available feb 26,cats are OK - purrr,dogs are OK - wooof,apartment,laundry on site",Feb 26,6828536811,$705,"🍯NEWLY REMODELED, HEAT INCLUDED SEE AD FOR MORE INFO 1-3BR $615-$945"
,1Ba,0BR,41.894132,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-studio-in-river-west/6820449018.html,-87.652153,,Feb 26,6820449018,$1850,Brand New Studio in River West - Full Amenity Building
,1Ba,2BR,41.897932,https://chicago.craigslist.org/chc/apa/d/chicago-great-deal-2-bedroom-1-bath/6816803526.html,-87.631452,,Feb 26,6816803526,$2550,Great Deal!! 2 Bedroom/1 Bath  ~ Gold Coast
505,1Ba,1BR,42.015131,https://chicago.craigslist.org/chc/apa/d/chicago-heat-cooking-gas-water-included/6828536902.html,-87.662957,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6828536902,$1315,HEAT/COOKING GAS/WATER INCLUDED!  Gorgeous 1 Bedroom!  Fitness Room
345,1Ba,0BR,41.800163,https://chicago.craigslist.org/chc/apa/d/chicago-wood-flooring-walk-to-the/6812241752.html,-87.591848,apartment,Feb 26,6812241752,$1072,"Wood flooring, Walk to the University of Chicago, Wall-to-wall closets"
,1.5Ba,1BR,41.872451,https://chicago.craigslist.org/chc/apa/d/chicago-one-bedroom-15-bath-plus-den/6816803931.html,-87.630584,,Feb 26,6816803931,$2200,One Bedroom/1.5 Bath plus Den ~ South Loop/Printers Row
,2Ba,2BR,41.871621,https://chicago.craigslist.org/chc/apa/d/chicago-modern-two-bedroom-two-bath/6816804346.html,-87.630477,,Feb 26,6816804346,$2739,Modern Two Bedroom/Two Bath Loft w/Hardwood Floors ~ South Loop
,,,41.927132,https://chicago.craigslist.org/chc/apa/d/chicago-nice-studio-in-lincoln-park/6823898232.html,-87.658754,,Feb 26,6823898232,$995,Nice Studio in Lincoln Park
,2Ba,2BR,41.894732,https://chicago.craigslist.org/chc/apa/d/chicago-two-bedroom-two-bath-tons-of/6816804696.html,-87.641553,,Feb 26,6816804696,$3187,Two Bedroom/Two Bath tons of amenities ~ River North
,2Ba,2BR,41.872515,https://chicago.craigslist.org/chc/apa/d/chicago-large-two-bedroom-2-bath-south/6816805288.html,-87.630584,,Feb 26,6816805288,$2850,Large Two Bedroom/2 Bath ~ South Loop/Printers Row
,,,41.956300,https://chicago.craigslist.org/chc/apa/d/schiller-park-welcome-in-your-home-get/6822924432.html,-87.869200,,Feb 26,6822924432,$75,Welcome in your Home get approved fast
,1Ba,2BR,41.943332,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-2bd-1bth-updated/6828537345.html,-87.670155,,Feb 26,6828537345,$1625,BEAUTIFUL 2BD 1BTH *UPDATED KITCHEN & BATH *HWD FLOORS *HEAT INCLUDED!
,1Ba,1BR,42.029826,https://chicago.craigslist.org/chc/apa/d/evanston-spacious-1br-in-restored/6814448477.html,-87.681105,,Feb 26,6814448477,$1060,Spacious  1BR.    In a Restored Vintage Building in St. Francis area
700,1Ba,1BR,41.908532,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-convertible/6810525258.html,-87.648453,"available feb 26,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,no smoking,attached garage,wheelchair accessible",Feb 26,6810525258,$2263,Lincoln Park Convertible - Available NOW! 102
,2Ba,2BR,41.933532,https://chicago.craigslist.org/chc/apa/d/chicago-2-bed-2-bath-condo-quality-easy/6828537518.html,-87.632953,,Feb 26,6828537518,$2175,2 bed / 2 bath Condo Quality - easy access to expressway
360,1Ba,0BR,41.801852,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-community-downtown/6825007355.html,-87.590573,apartment,Feb 26,6825007355,$931,"Pet friendly community, Downtown Hyde Park, 24 hour package lockers"
615,1Ba,1BR,41.802336,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-community-bus-at/6828537646.html,-87.592331,apartment,Feb 26,6828537646,$1140,"Pet-friendly community, Bus at door, Plush carpeting"
675,1Ba,1BR,41.977366,https://chicago.craigslist.org/chc/apa/d/chicago-formal-dining-room-no-security/6824316519.html,-87.655255,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking",Feb 26,6824316519,$1174,"Formal dining room, No security deposit, Defined foyers"
,1Ba,1BR,41.943632,https://chicago.craigslist.org/chc/apa/d/chicago-unreal-1bd-1bth-d-in-unit/6828537938.html,-87.655555,,Feb 26,6828537938,$1650,UNREAL 1BD 1BTH *W/D IN UNIT *DISHWASHER *MODERN KITCHEN! A MUST SEE!
,2Ba,2BR,41.892300,https://chicago.craigslist.org/chc/apa/d/chicago-best-views-in-river-north/6828537998.html,-87.637300,,Feb 26,6828537998,$3052,Best views in River North
485,1Ba,1BR,41.953103,https://chicago.craigslist.org/chc/apa/d/chicago-24-hour-7-day-package-pick-up/6828538041.html,-87.647129,apartment,Feb 26,6828538041,$1146,"24-hour, 7-day package pick-up lockers, Wood flooring, Gas ranges"
500,1Ba,0BR,41.894167,https://chicago.craigslist.org/chc/apa/d/chicago-location/6820834774.html,-87.629762,"cats are OK - purrr,apartment,laundry in bldg,off-street parking",Feb 26,6820834774,$1196,LOCATION!!!!!!
,1Ba,1BR,41.885800,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-apartment-in-lakeshore/6806789334.html,-87.618100,,Feb 26,6806789334,$2177,@@gorgeous apartment in lakeshore east
,1Ba,1BR,41.890785,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-river-north-1-bedroom/6806214405.html,-87.637150,,Feb 26,6806214405,$1915,Amazing River North 1 Bedroom ~ Gym ~ Dog Friendly
598,1Ba,1BR,41.853651,https://chicago.craigslist.org/chc/apa/d/chicago-covered-parking-garage-dog-run/6816948490.html,-87.622112,"
                        ,
                    ,
                        ,
                    ,
                        ,
                    ,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,attached garage",Feb 26,6816948490,$1935,"Covered Parking, Garage, Dog Run"
,2Ba,2BR,41.894732,https://chicago.craigslist.org/chc/apa/d/chicago-luxurious-2-bedroom-2-bath-in/6806215694.html,-87.641553,,Feb 26,6806215694,$3306,Luxurious 2 Bedroom / 2 Bath In River North ~ Hardwood ~ W/D
,1Ba,1BR,41.930832,https://chicago.craigslist.org/chc/apa/d/chicago-2616-hampden-in-lincoln-park/6828538333.html,-87.641754,,Feb 26,6828538333,$1330,"2616 N Hampden in Lincoln Park-1Bd w/A/C, Carpet&Laundry"
,1Ba,1BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-sleek-apartment-wont-last/6806791055.html,-87.704300,,Feb 26,6806791055,$1892,@@SLEEK APARTMENT - WON'T LAST!
,0Ba,1BR,41.907832,https://chicago.craigslist.org/chc/apa/d/chicago-old-town-loft-style-convertible/6824844482.html,-87.634653,,Feb 26,6824844482,$1790,Old Town Loft Style Convertible ~ Rooftop Deck ~ Gym
,1Ba,0BR,41.904032,https://chicago.craigslist.org/chc/apa/d/chicago-studio-apt-prestigious/6808423654.html,-87.628653,,Feb 26,6808423654,$1479,Studio Apt - A Prestigious Apartment in Chicago's Coveted Gold Coast
,1Ba,0BR,41.904032,https://chicago.craigslist.org/chc/apa/d/chicago-studio-apt-luxurious-and/6808423639.html,-87.630053,,Feb 26,6808423639,$1529,Studio Apt - Luxurious and Stylish Living in  Gold Coast
,1Ba,0BR,41.904032,https://chicago.craigslist.org/chc/apa/d/chicago-studio-apt-prestigious/6808423630.html,-87.628653,,Feb 26,6808423630,$1479,Studio Apt - A Prestigious Apartment in Chicago's Coveted Gold Coast
,1Ba,1BR,41.904932,https://chicago.craigslist.org/chc/apa/d/chicago-one-bed-live-in-luxury-on-the/6808423628.html,-87.625952,,Feb 26,6808423628,$1775,One Bed - Live in Luxury on the Gold Coast in this Elegant Spacious Ap
,1Ba,1BR,41.903932,https://chicago.craigslist.org/chc/apa/d/chicago-one-bed-apartment-spacious-and/6816906644.html,-87.633053,,Feb 26,6816906644,$1683,One Bed Apartment - Spacious and Spectacular Apt in  Gold Coast
,1Ba,0BR,41.897100,https://chicago.craigslist.org/chc/apa/d/chicago-premium-apartment-lovely-views/6806792683.html,-87.622300,,Feb 26,6806792683,$1920,@@PREMIUM APARTMENT W/LOVELY VIEWS
465,1Ba,1BR,41.894167,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-close-to-shopping/6828538479.html,-87.629762,"cats are OK - purrr,apartment,laundry in bldg,detached garage",Feb 26,6828538479,$1440,"Pet Friendly, Close to Shopping, Air Conditioning"
,1Ba,1BR,41.998134,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-1br-in-edgewater-heat/6828538459.html,-87.673920,,Feb 26,6828538459,$925,Beautiful 1br in Edgewater. Heat included! Pet Friendly!!
,1Ba,0BR,41.894302,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-convertible-full/6815373556.html,-87.652313,,Feb 26,6815373556,$1960,Brand New Convertible Full Amenities ~ River West
,1Ba,1BR,41.885735,https://chicago.craigslist.org/chc/apa/d/new-amazing-one-bedroom-west-loop/6824755576.html,-87.647499,,Feb 26,6824755576,$2200,New Amazing One Bedroom  ~ West Loop
,1Ba,0BR,41.889132,https://chicago.craigslist.org/chc/apa/d/studio-great-location-easy-access-to/6816810536.html,-87.644353,,Feb 26,6816810536,$1600,Studio Great Location w/Easy Access to Hwy- West Loop
725,2Ba,2BR,42.019294,https://chicago.craigslist.org/chc/apa/d/chicago-all-new-rogers-park-2br-2ba/6812971999.html,-87.672251,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6812971999,$1500,All new Rogers Park 2BR 2BA  - FREE Apartment Finding Service!
,2Ba,2BR,41.896685,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-2-bedroom-2-bath/6806217283.html,-87.626972,,Feb 26,6806217283,$3790,River North 2 Bedroom / 2 Bath with W/D ~ Balcony ~ Gold Coast
,2Ba,2BR,41.885735,https://chicago.craigslist.org/chc/apa/d/brand-new-2-bedroom-2-bathroom-in-the/6820449671.html,-87.647499,,Feb 26,6820449671,$3100,BRAND NEW 2 BEDROOM 2 BATHROOM IN THE WEST LOOP - OPENED 2016
875,1Ba,3BR,41.919132,https://chicago.craigslist.org/chc/apa/d/chicago-logan-square-3br-free-apartment/6812982239.html,-87.719356,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg",Feb 26,6812982239,$1795,Logan Square 3BR  - FREE Apartment Finding Service!
,1Ba,0BR,41.872240,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-studio-balcony-printers/6815375089.html,-87.630654,,Feb 26,6815375089,$1579,Amazing Studio w/Balcony ~ Printers Row/South Loop
832,1Ba,1BR,41.881400,https://chicago.craigslist.org/chc/apa/d/chicago-luxury-west-loop-1br-free/6813001897.html,-87.643000,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6813001897,$2272,Luxury West Loop 1BR  - FREE Apartment Finding Service!
1109,2Ba,2BR,41.881400,https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-amenity-2br/6813005068.html,-87.643000,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6813005068,$3267,AWESOME West Loop Amenity 2BR  - FREE Apartment Finding Service!
,2Ba,2BR,41.890832,https://chicago.craigslist.org/chc/apa/d/brand-new-building-opened-2018-d-in/6809961796.html,-87.635652,,Feb 26,6809961796,$3750,"Brand New Building, Opened 2018 W/D in unit ~ River North"
,1Ba,0BR,41.985831,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-remodeled-studio/6828538990.html,-87.655556,,Feb 26,6828538990,$1135,SPACIOUS REMODELED STUDIO W/ GRANITE *HWD FLOORS
572,1Ba,0BR,41.881400,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-studio-in-the-west-loop/6813007443.html,-87.643000,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6813007443,$1857,Sunny Studio in the West Loop  - FREE Apartment Finding Service!
,1Ba,1BR,41.871652,https://chicago.craigslist.org/chc/apa/d/chicago-modern-loft-hardwood-floors-d/6809962128.html,-87.630434,,Feb 26,6809962128,$1763,Modern Loft w/Hardwood Floors W/D in Unit ~ South Loop
1084,2Ba,2BR,41.885843,https://chicago.craigslist.org/chc/apa/d/chicago-luxury-loop-2br-2ba-free/6813009179.html,-87.626347,apartment,Feb 26,6813009179,$3392,Luxury Loop 2BR 2BA  - FREE Apartment Finding Service!
800,1Ba,1BR,41.908532,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-1bd-1ba-available/6810525826.html,-87.648453,"available feb 26,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,no smoking,attached garage,wheelchair accessible",Feb 26,6810525826,$2498,Lincoln Park 1BD/1BA - Available NOW! 102
655,1Ba,1BR,42.019431,https://chicago.craigslist.org/chc/apa/d/evanston-rogers-park-1br-free-apartment/6812989449.html,-87.693458,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6812989449,$1450,Rogers Park 1BR  - FREE Apartment Finding Service!
,2.5Ba,2BR,41.891086,https://chicago.craigslist.org/chc/apa/d/amazing-2-bedroom-25-baths-loft-den-in/6809962431.html,-87.617736,,Feb 26,6809962431,$4625,Amazing 2 Bedroom/2.5 Baths Loft w/Den in Streeterville ~River View
1700,2Ba,3BR,41.938232,https://chicago.craigslist.org/chc/apa/d/chicago-3358-kenmore-ig2-amazing/6828539134.html,-87.655354,"available may 1,dogs are OK - wooof,w/d in unit,street parking",Feb 26,6828539134,$3300,3358 N Kenmore IG2 Amazing Lakeview 3 bedroom!
661,1Ba,0BR,41.887036,https://chicago.craigslist.org/chc/apa/d/chicago-huge-loop-studio-free-apartment/6813034895.html,-87.631080,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6813034895,$2119,HUGE Loop Studio  - FREE Apartment Finding Service!
575,1Ba,1BR,41.977366,https://chicago.craigslist.org/chc/apa/d/chicago-wi-fi-in-lobby-door-attendant/6828539220.html,-87.655255,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking",Feb 26,6828539220,$1183,"Wi-Fi in lobby, Door attendant, No security deposit"
,2Ba,3BR,41.893232,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-3-bedroom-2-bathroom/6809962801.html,-87.634252,,Feb 26,6809962801,$6500,Amazing 3 Bedroom/2 Bathroom Penthouse ~ River North
750,1Ba,1BR,41.935032,https://chicago.craigslist.org/chc/apa/d/chicago-huge-lakeview-1br-great-closets/6806774250.html,-87.675855,apartment,Feb 26,6806774250,$1765,HUGE Lakeview 1BR Great Closets Onsite Laundry Cats OK Newer kitchen
735,1Ba,1BR,41.885800,https://chicago.craigslist.org/chc/apa/d/chicago-loop-1br-with-skyline-views-hw/6806920972.html,-87.618100,apartment,Feb 26,6806920972,$2135,Loop 1BR with Skyline Views! HW Floors Euro Kitchen Full Size W/D
1100,1Ba,2BR,41.938232,https://chicago.craigslist.org/chc/apa/d/chicago-3142-kenmore-amazing-lakeview-2/6828539340.html,-87.655354,"available mar 15,cats are OK - purrr,w/d in unit,street parking",Feb 26,6828539340,$2000,3142 N Kenmore G Amazing Lakeview 2 bedroom!
375,1Ba,1BR,41.958695,https://chicago.craigslist.org/chc/apa/d/chicago-easy-access-to-public/6828531409.html,-87.652130,apartment,Feb 26,6828531409,$930,"Easy access to public transportation, No security deposit, Bus at door"
,1Ba,2BR,42.055929,https://chicago.craigslist.org/chc/apa/d/evanston-top-floor-evanston-2br/6809208619.html,-87.686058,,Feb 26,6809208619,$1950,Top Floor Evanston 2BR Dishwshr+Micro HW Floors Cats OK onsite Laundry
,2Ba,2BR,41.992831,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-edgewater/6811205697.html,-87.670356,,Feb 26,6811205697,$1625,Gorgeous Edgewater / Andersonville 2BR Open Kitchen Central Air
,1Ba,1BR,41.974627,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-1br-dishwshrmicro-hw/6811212205.html,-87.655254,,Feb 26,6811212205,$1325,Edgewater 1BR Dishwshr+Micro HW Floors OnSite Lndry Steps to Mariano's
1000,1Ba,2BR,41.944532,https://chicago.craigslist.org/chc/apa/d/chicago-111-newport-1r-amazing-lakeview/6828539509.html,-87.656855,"available mar 15,dogs are OK - wooof,w/d in unit,street parking",Feb 26,6828539509,$2000,111 W Newport 1R Amazing Lakeview 2 bedroom!
,2Ba,2BR,41.992831,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-2br-microdishwshr-hw/6811209664.html,-87.670356,,Feb 26,6811209664,$1600,Edgewater 2BR Micro+Dishwshr HW Floors OnSite Lndry FREE Heat!
,1Ba,1BR,41.936532,https://chicago.craigslist.org/chc/apa/d/chicago-545-wellington-in-lakeview-1bd/6828539573.html,-87.644554,,Feb 26,6828539573,$1485,"545 W. Wellington in Lakeview-1Bd FreeHeat,HDWD,Laundry"
,1Ba,1BR,41.974627,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-1br-dishwshrmicro-hw/6811215784.html,-87.655254,,Feb 26,6811215784,$1325,Edgewater 1BR Dishwshr+Micro HW Floors OnSite Lndry Steps to Mariano's
,2Ba,2BR,41.992831,https://chicago.craigslist.org/chc/apa/d/chicago-2-bed-in-edgewater-close-to-the/6811207448.html,-87.670356,,Feb 26,6811207448,$1600,"2 Bed in Edgewater, Close to the LAKE! HEAT AND GAS INCLUDED."
,1Ba,1BR,41.974627,https://chicago.craigslist.org/chc/apa/d/chicago-new-show-off-in-this-gem-uptown/6811220544.html,-87.655254,,Feb 26,6811220544,$1375,New! Show Off In This Gem! Uptown - 1 Bedroom HW Floors PetsOK
,1Ba,0BR,41.974627,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-all-new-studio-hw/6811222043.html,-87.655254,,Feb 26,6811222043,$1050,Edgewater ALL NEW Studio HW Floors Onsite Laundry PetsOK
,1Ba,1BR,41.974627,https://chicago.craigslist.org/chc/apa/d/chicago-all-new-edgewater-1br/6811214163.html,-87.655254,,Feb 26,6811214163,$1225,ALL NEW Edgewater 1BR Dishwasher HW Floors Onsite Laundry PetsOK
